aeroporto,mese,voli_ritardo_basso,ritardo_medio_dep_basso,ritardo_medio_arr_basso,voli_ritardo_medio,ritardo_medio_dep_medio,ritardo_medio_arr_medio,voli_ritardo_alto,ritardo_medio_dep_alto,ritardo_medio_arr_alto,top_3_cause_ritardo_canc
BHM,11,11,-4.36,-8.73,2,31.0,23.5,1,89.0,84.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
BHM,12,12,-3.25,-10.17,2,27.5,22.0,2,614.0,616.5,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BIH,12,1,-5.0,-29.0,0,,,0,,,N/D
BIL,1,1,-2.0,-14.0,1,15.0,24.0,0,,,DELAY_CARRIER
BIL,2,4,-7.5,-12.5,1,56.0,58.0,0,,,DELAY_CARRIER
BIL,3,2,-4.5,-11.5,0,,,0,,,N/D
BIL,4,3,-10.67,-19.0,0,,,0,,,N/D
BIL,5,3,-2.67,-3.33,2,56.0,75.5,1,259.0,257.0,DELAY_LATE_AIRCRAFT|DELAY_WEATHER
BIL,6,2,2.0,-10.0,0,,,0,,,N/D
BIL,7,5,-4.8,-9.2,0,,,0,,,N/D
BIL,8,7,-4.29,0.29,0,,,0,,,N/D
BIL,9,1,8.0,-2.0,0,,,0,,,N/D
BIL,10,1,-1.0,-20.0,0,,,0,,,N/D
BIL,11,2,-6.5,-7.5,0,,,0,,,N/D
BIL,12,1,-6.0,4.0,0,,,0,,,N/D
BIS,2,4,-3.75,-31.25,0,,,0,,,N/D
BIS,3,2,-7.0,-1.5,1,29.0,51.0,0,,,DELAY_WEATHER
BIS,4,2,1.5,-17.5,0,,,0,,,N/D
BIS,5,1,3.0,-13.0,0,,,0,,,N/D
BIS,6,3,2.67,1.0,1,19.0,-7.0,0,,,DELAY_NAS
BIS,7,5,1.4,-2.4,0,,,0,,,DELAY_NAS
BIS,8,3,-1.0,-14.0,0,,,0,,,N/D
BIS,9,3,-5.67,-14.0,0,,,0,,,N/D
BIS,10,2,-0.5,-12.0,0,,,0,,,N/D
BIS,11,2,-7.5,-16.5,0,,,0,,,N/D
BIS,12,3,-4.0,-22.67,0,,,0,,,N/D
BJI,2,1,-8.0,-20.0,0,,,0,,,N/D
BJI,4,1,-8.0,-23.0,0,,,0,,,N/D
BJI,7,1,-3.0,27.0,0,,,0,,,DELAY_CARRIER
BJI,10,2,-9.0,-16.5,0,,,0,,,N/D
BLI,1,1,3.0,9.0,0,,,0,,,N/D
BLI,2,3,-2.67,-3.33,0,,,0,,,N/D
BLI,4,2,6.0,2.0,0,,,0,,,N/D
BLI,5,1,-4.0,-19.0,0,,,0,,,N/D
BLI,6,4,3.5,5.75,1,20.0,-4.0,0,,,DELAY_CARRIER
BLI,7,3,5.33,5.33,0,,,0,,,DELAY_LATE_AIRCRAFT
BLI,8,0,,,0,,,1,67.0,65.0,DELAY_LATE_AIRCRAFT
BLI,9,2,-2.0,3.0,0,,,0,,,DELAY_NAS
BLI,10,3,-10.67,-20.0,0,,,0,,,N/D
BLI,12,1,-7.0,-9.0,0,,,0,,,N/D
BLV,2,1,10.0,-3.0,0,,,0,,,N/D
BLV,4,3,-6.33,-23.0,0,,,0,,,N/D
BLV,5,1,3.0,-8.0,0,,,0,,,N/D
BLV,10,1,-9.0,-12.0,0,,,0,,,N/D
BLV,11,1,14.0,-2.0,0,,,0,,,N/D
BLV,12,2,-9.5,-22.5,0,,,0,,,N/D
BMI,1,1,-4.0,-11.0,0,,,0,,,N/D
BMI,4,1,-8.0,56.0,0,,,0,,,DELAY_NAS
BMI,6,2,-7.0,-15.0,0,,,1,77.0,69.0,DELAY_NAS
BMI,7,2,1.0,-13.0,0,,,1,122.0,126.0,DELAY_LATE_AIRCRAFT
BMI,8,1,-5.0,-20.0,0,,,0,,,N/D
BMI,10,2,-6.0,-8.0,0,,,0,,,N/D
BMI,11,1,-7.0,-11.0,0,,,0,,,N/D
BMI,12,2,-6.5,-13.0,0,,,0,,,N/D
BNA,1,55,-2.09,-9.53,10,31.7,19.6,5,100.4,102.8,DELAY_CARRIER|CANC_WEATHER|DELAY_LATE_AIRCRAFT
BNA,2,60,-4.38,-8.22,5,29.0,23.8,3,111.0,113.33,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
BNA,3,69,-3.58,-11.84,15,29.2,23.07,6,106.5,105.0,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BNA,4,80,-3.35,-8.36,10,31.9,24.5,10,131.2,123.8,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BNA,5,62,-1.98,-4.84,16,29.88,32.88,9,239.0,231.11,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BNA,6,77,-1.64,-8.13,22,31.55,24.5,8,107.12,101.75,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BNA,7,65,-1.52,-6.14,16,34.62,36.44,9,106.22,96.89,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BNA,8,61,-2.07,-7.69,15,34.87,27.47,5,221.0,224.6,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BNA,9,79,-2.62,-8.43,9,34.56,26.67,5,84.8,76.8,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
BNA,10,58,-2.86,-8.26,16,31.81,20.62,2,389.0,382.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|CANC_WEATHER
BNA,11,72,-2.42,-9.1,6,35.33,36.0,2,85.5,74.5,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BNA,12,72,-1.49,-7.86,10,28.8,37.7,6,138.0,127.67,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BOI,1,8,-4.62,-0.62,2,31.5,25.5,0,,,DELAY_CARRIER|DELAY_WEATHER
BOI,2,17,-3.29,-12.88,1,53.0,57.0,0,,,DELAY_NAS
BOI,3,14,-3.64,-3.14,2,27.0,21.0,0,,,DELAY_NAS|DELAY_LATE_AIRCRAFT
BOI,4,15,-4.93,-5.27,0,,,0,,,N/D
BOI,5,17,-3.94,-9.12,3,23.33,17.67,0,,,DELAY_NAS
BOI,6,24,-4.12,-8.75,2,36.5,39.0,2,77.5,63.5,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BOI,7,18,-1.61,-6.22,1,17.0,8.0,3,136.0,134.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
BOI,8,18,-3.22,-5.44,0,,,0,,,DELAY_CARRIER|DELAY_NAS
BOI,9,21,-4.38,-9.67,3,34.67,25.33,1,101.0,100.0,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BOI,10,16,-6.25,-11.38,6,28.17,23.83,0,,,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
BOI,11,11,-4.09,-8.36,2,30.0,29.5,1,1019.0,1019.0,DELAY_LATE_AIRCRAFT
BOI,12,19,-3.89,-6.05,4,39.75,33.5,2,325.0,325.0,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BOS,1,86,-3.35,-11.87,11,34.45,32.91,12,133.58,128.17,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BOS,2,74,-3.77,-18.45,9,27.89,21.56,4,113.0,104.25,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BOS,3,113,-3.37,-14.42,13,28.08,17.0,7,116.57,111.29,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BOS,4,89,-3.67,-7.78,14,37.79,31.93,8,188.12,178.5,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
BOS,5,102,-3.59,-9.94,18,34.72,24.39,8,181.0,179.75,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BOS,6,86,-4.3,-7.76,27,33.37,26.59,13,186.46,175.31,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BOS,7,82,-3.89,-9.38,13,34.31,29.38,16,130.25,118.25,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BOS,8,81,-3.94,-12.07,20,29.95,15.55,11,133.27,124.73,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BOS,9,100,-3.67,-13.75,11,30.36,32.73,10,120.3,105.6,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BOS,10,108,-3.05,-11.58,18,31.28,16.78,6,102.0,92.17,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BOS,11,99,-4.38,-15.54,11,40.82,28.09,6,102.5,91.5,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BOS,12,81,-3.02,-10.06,21,34.52,26.43,7,114.57,104.0,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
BPT,3,1,-12.0,-26.0,0,,,0,,,N/D
BPT,5,1,-9.0,-16.0,0,,,0,,,N/D
BPT,6,1,-10.0,-24.0,0,,,0,,,N/D
BPT,8,1,-6.0,16.0,0,,,0,,,DELAY_CARRIER
BPT,9,2,-10.0,-27.0,0,,,0,,,N/D
BQK,1,1,-7.0,-16.0,0,,,1,62.0,56.0,DELAY_NAS
BQK,3,1,-7.0,-15.0,1,37.0,82.0,0,,,DELAY_NAS
BQK,4,1,-7.0,-14.0,0,,,0,,,N/D
BQK,7,1,-10.0,-6.0,0,,,0,,,N/D
BQK,12,1,2.0,-14.0,0,,,0,,,N/D
BQN,1,5,-3.2,-6.2,0,,,0,,,DELAY_NAS
BQN,2,2,-12.0,-20.0,0,,,0,,,N/D
BQN,3,1,-11.0,-19.0,0,,,0,,,N/D
BQN,4,3,-7.67,-9.67,0,,,0,,,DELAY_LATE_AIRCRAFT
BQN,5,2,-3.5,-23.0,0,,,1,224.0,215.0,DELAY_LATE_AIRCRAFT
BQN,6,2,-8.0,-18.5,0,,,0,,,N/D
BQN,7,1,-14.0,8.0,0,,,0,,,N/D
BQN,8,2,-12.5,-24.0,0,,,1,64.0,73.0,DELAY_LATE_AIRCRAFT
BQN,10,0,,,1,46.0,27.0,1,65.0,63.0,DELAY_LATE_AIRCRAFT
BQN,12,2,-11.5,-26.5,0,,,1,108.0,98.0,DELAY_LATE_AIRCRAFT
BRD,2,2,-7.5,-27.0,0,,,0,,,N/D
BRD,4,2,-8.0,-18.0,0,,,0,,,N/D
BRD,5,1,-3.0,-7.0,0,,,0,,,N/D
BRD,7,1,-2.0,-13.0,0,,,0,,,N/D
BRD,8,1,-5.0,-6.0,0,,,0,,,N/D
BRD,9,1,-5.0,-17.0,0,,,1,105.0,114.0,DELAY_CARRIER
BRD,12,1,-12.0,-8.0,0,,,0,,,N/D
BRO,2,1,-4.0,-13.0,0,,,0,,,N/D
BRO,3,2,-5.5,-12.5,0,,,0,,,N/D
BRO,4,1,-8.0,-8.0,0,,,1,152.0,205.0,DELAY_LATE_AIRCRAFT
BRO,6,3,-7.67,-9.33,0,,,0,,,N/D
BRO,7,4,-5.5,-7.5,1,51.0,42.0,0,,,DELAY_LATE_AIRCRAFT|DELAY_NAS
BRO,9,1,-3.0,-12.0,0,,,0,,,N/D
BRO,10,2,-10.5,-15.0,0,,,0,,,N/D
BRO,11,2,-12.5,-18.5,0,,,0,,,N/D
BRO,12,2,0.0,-1.5,0,,,0,,,N/D
BRW,4,1,-10.0,-13.0,0,,,0,,,N/D
BRW,5,1,-14.0,-11.0,0,,,0,,,N/D
BRW,8,0,,,1,43.0,61.0,0,,,DELAY_LATE_AIRCRAFT
BTM,6,0,,,0,,,1,123.0,128.0,DELAY_CARRIER
BTM,7,1,-8.0,-6.0,0,,,0,,,N/D
BTM,8,1,-14.0,-15.0,0,,,0,,,N/D
BTM,11,1,-13.0,-28.0,0,,,0,,,N/D
BTR,1,1,-3.0,-19.0,1,35.0,15.0,0,,,CANC_WEATHER|DELAY_CARRIER
BTR,2,2,-6.5,-12.0,0,,,0,,,N/D
BTR,3,6,-5.17,-5.5,1,21.0,9.0,0,,,DELAY_NAS
BTR,5,1,10.0,2.0,0,,,2,229.5,226.5,DELAY_CARRIER|DELAY_WEATHER
BTR,6,2,-2.5,-8.0,1,31.0,16.0,0,,,DELAY_LATE_AIRCRAFT
BTR,7,4,-0.5,1.25,1,41.0,52.0,0,,,CANC_CARRIER|DELAY_LATE_AIRCRAFT
BTR,8,4,-4.25,-5.75,1,24.0,22.0,0,,,DELAY_LATE_AIRCRAFT
BTR,9,5,-10.6,-22.4,0,,,0,,,N/D
BTR,10,5,-6.2,-8.8,0,,,0,,,N/D
BTR,11,2,-7.0,-11.5,1,17.0,21.0,0,,,CANC_WEATHER|DELAY_WEATHER
BTR,12,3,-2.0,-2.0,1,20.0,6.0,0,,,N/D
BTV,1,3,-2.33,-21.67,1,23.0,11.0,2,102.0,83.5,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BTV,2,2,-9.5,-17.0,0,,,1,385.0,350.0,DELAY_LATE_AIRCRAFT
BTV,3,5,-7.8,-14.4,0,,,0,,,N/D
BTV,4,5,-3.6,-15.0,0,,,0,,,N/D
BTV,5,6,-5.83,-19.83,1,30.0,16.0,0,,,DELAY_LATE_AIRCRAFT
BTV,6,6,-2.0,-18.0,1,16.0,15.0,1,139.0,150.0,CANC_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BTV,7,5,-5.6,-16.4,0,,,2,203.5,190.5,CANC_NAS|DELAY_LATE_AIRCRAFT|DELAY_WEATHER
BTV,8,9,-4.44,-7.11,1,15.0,8.0,0,,,CANC_NAS|CANC_WEATHER|DELAY_NAS
BTV,9,8,-2.88,-4.5,0,,,0,,,DELAY_CARRIER|DELAY_NAS
BTV,10,12,-5.08,-6.42,0,,,0,,,DELAY_NAS
BTV,11,5,-5.0,-13.0,1,54.0,52.0,0,,,DELAY_CARRIER
BTV,12,6,-3.33,-7.5,3,28.0,25.0,0,,,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BUF,1,17,-3.59,-14.18,0,,,2,80.0,78.0,CANC_WEATHER|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
BUF,2,15,-2.93,-15.0,2,32.5,24.5,1,74.0,60.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BUF,3,16,-3.0,-8.81,3,36.33,22.33,1,493.0,466.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BUF,4,19,-3.89,-10.11,2,27.0,7.5,0,,,DELAY_CARRIER|DELAY_NAS
BUF,5,16,-3.69,-10.38,2,30.5,30.5,1,106.0,102.0,DELAY_LATE_AIRCRAFT|DELAY_NAS
BUF,6,23,-3.04,-6.3,2,26.0,28.0,2,102.5,95.0,DELAY_CARRIER|DELAY_NAS
BUF,7,11,-2.0,-9.55,2,36.5,24.0,3,146.0,145.67,DELAY_CARRIER|DELAY_NAS
BUF,8,23,-3.78,-6.65,3,27.67,26.67,1,79.0,73.0,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
BUF,9,16,-4.75,-9.56,3,25.33,19.33,0,,,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BUF,10,15,-2.6,-12.27,3,32.0,23.33,0,,,DELAY_LATE_AIRCRAFT|CANC_WEATHER
BUF,11,13,-5.08,-10.38,2,22.0,14.0,2,327.0,315.5,DELAY_CARRIER|DELAY_NAS
BUF,12,11,0.45,-3.18,1,33.0,38.0,1,97.0,92.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BUR,1,28,-3.11,-11.04,0,,,1,62.0,55.0,DELAY_LATE_AIRCRAFT
BUR,2,20,-0.2,-7.05,2,31.5,18.5,4,91.5,79.25,DELAY_LATE_AIRCRAFT|DELAY_NAS
BUR,3,15,-1.8,-6.2,0,,,2,132.5,134.0,DELAY_LATE_AIRCRAFT|DELAY_NAS
BUR,4,18,-2.72,-10.06,5,33.0,34.0,1,142.0,170.0,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BUR,5,15,-3.2,-8.0,5,27.0,34.4,1,98.0,93.0,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BUR,6,24,-1.33,-3.25,4,28.0,18.75,0,,,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BUR,7,20,-2.65,-9.3,5,39.8,36.2,1,83.0,68.0,DELAY_LATE_AIRCRAFT|CANC_CARRIER|DELAY_CARRIER
BUR,8,23,-3.3,-10.52,1,45.0,28.0,1,121.0,125.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BUR,9,23,-2.35,-6.48,1,37.0,37.0,0,,,DELAY_NAS|DELAY_CARRIER
BUR,10,19,-4.42,-7.74,8,30.0,24.75,1,71.0,84.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BUR,11,23,-3.17,-8.57,0,,,1,100.0,92.0,DELAY_NAS
BUR,12,16,-0.75,-5.12,4,31.5,30.25,4,102.25,90.75,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BWI,1,47,0.94,-2.3,15,30.4,24.8,6,111.5,118.33,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
BWI,2,50,0.44,-9.04,12,24.0,13.75,3,98.67,80.67,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BWI,3,48,-0.94,-8.17,17,31.82,24.24,2,94.5,92.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,4,54,-0.69,-5.39,20,28.7,21.6,8,99.5,90.62,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,5,55,0.93,-6.13,20,31.05,22.2,19,105.84,104.89,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,6,53,0.92,-4.13,26,28.54,20.85,1,232.0,215.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|CANC_WEATHER
BWI,7,52,1.5,-2.52,32,29.91,19.47,17,114.35,111.29,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,8,47,1.28,-6.26,22,29.23,20.05,11,187.55,179.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,9,63,0.29,-7.95,10,27.2,18.1,1,70.0,63.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,10,69,0.41,-10.96,14,25.0,14.14,3,89.0,84.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BWI,11,76,-0.64,-10.88,6,23.5,7.67,2,183.0,167.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
BWI,12,49,-0.14,-11.24,17,29.71,23.12,3,147.0,148.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
BZN,1,8,-2.5,-5.88,0,,,1,377.0,371.0,DELAY_CARRIER|CANC_WEATHER
BZN,2,6,-4.5,-2.83,0,,,0,,,DELAY_NAS
BZN,3,14,-4.14,-9.21,1,25.0,32.0,2,72.5,82.0,DELAY_CARRIER|DELAY_NAS
BZN,4,8,-5.62,-3.88,0,,,1,83.0,80.0,DELAY_LATE_AIRCRAFT|DELAY_NAS
BZN,5,4,-6.0,-9.0,0,,,1,70.0,59.0,DELAY_LATE_AIRCRAFT
BZN,6,6,-4.17,-6.33,0,,,1,143.0,156.0,DELAY_LATE_AIRCRAFT
BZN,7,8,-7.62,-9.12,3,30.67,17.33,2,86.0,100.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
BZN,8,7,-0.14,-5.29,0,,,1,134.0,115.0,DELAY_LATE_AIRCRAFT|DELAY_NAS
BZN,9,7,0.14,-3.29,1,48.0,74.0,1,118.0,112.0,DELAY_CARRIER|DELAY_WEATHER
BZN,10,6,-8.83,-2.17,0,,,1,62.0,48.0,DELAY_CARRIER|DELAY_NAS
BZN,11,2,-2.5,1.5,0,,,1,75.0,64.0,DELAY_CARRIER|DELAY_NAS
BZN,12,8,-5.75,-16.25,1,51.0,38.0,0,,,DELAY_LATE_AIRCRAFT
CAE,1,3,-3.33,-13.0,0,,,1,83.0,93.0,DELAY_CARRIER
CAE,2,4,-6.25,-18.75,0,,,0,,,N/D
CAE,3,9,-6.11,-13.33,0,,,0,,,N/D
CAE,4,3,-6.0,-2.0,0,,,0,,,CANC_WEATHER
CAE,5,1,-6.0,-5.0,1,59.0,57.0,0,,,DELAY_LATE_AIRCRAFT
CAE,6,5,-6.2,-15.2,1,52.0,55.0,0,,,DELAY_LATE_AIRCRAFT
CAE,7,5,-7.8,-17.6,0,,,0,,,N/D
CAE,8,4,-3.0,0.0,0,,,0,,,N/D
CAE,9,6,-7.67,-3.67,0,,,0,,,DELAY_NAS
CAE,10,9,-5.89,-12.67,0,,,0,,,N/D
CAE,11,4,-6.5,-13.25,0,,,2,119.0,117.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
CAE,12,1,-9.0,-12.0,1,40.0,37.0,0,,,DELAY_NAS
CAK,1,1,-12.0,-16.0,0,,,1,74.0,80.0,DELAY_LATE_AIRCRAFT
CAK,2,3,-9.0,-27.0,0,,,0,,,N/D
CAK,3,5,-7.8,-12.2,0,,,0,,,N/D
CAK,4,0,,,0,,,1,100.0,103.0,DELAY_LATE_AIRCRAFT
CAK,5,1,-11.0,-24.0,0,,,2,99.5,99.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
CAK,6,6,-7.67,-11.5,0,,,0,,,N/D
CAK,7,2,-14.0,-22.0,1,38.0,53.0,1,116.0,114.0,DELAY_LATE_AIRCRAFT
CAK,9,4,-0.25,1.25,0,,,0,,,DELAY_NAS
CAK,10,4,-7.25,-13.5,0,,,0,,,N/D
CAK,11,1,-10.0,-15.0,0,,,0,,,N/D
CAK,12,4,-6.75,-9.5,0,,,5,124.0,117.6,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
CDC,2,1,-9.0,-16.0,0,,,0,,,N/D
CDC,4,2,-3.5,-5.5,0,,,0,,,N/D
CDC,5,2,-7.5,-16.5,0,,,0,,,N/D
CDC,6,0,,,0,,,1,126.0,118.0,DELAY_CARRIER
CDC,7,2,-7.0,-18.5,0,,,0,,,N/D
CDC,9,1,-10.0,-21.0,0,,,0,,,N/D
CDC,11,1,-12.0,-3.0,0,,,0,,,N/D
CDV,1,1,-33.0,-19.0,0,,,0,,,N/D
CDV,2,1,-10.0,-19.0,0,,,0,,,N/D
CDV,3,2,-18.0,-22.5,0,,,0,,,N/D
CDV,4,1,-18.0,-20.0,0,,,0,,,N/D
CDV,7,1,-13.0,-18.0,0,,,0,,,N/D
CDV,8,0,,,1,32.0,36.0,0,,,DELAY_LATE_AIRCRAFT
CDV,10,1,-18.0,-29.0,0,,,0,,,N/D
CHA,1,4,-5.25,-11.25,1,15.0,5.0,0,,,N/D
CHA,2,6,-5.5,-1.5,1,23.0,3.0,0,,,DELAY_CARRIER
CHA,3,7,-6.71,-18.0,1,59.0,41.0,1,127.0,140.0,DELAY_CARRIER
CHA,4,3,-5.67,-11.33,1,30.0,23.0,0,,,CANC_NAS|DELAY_LATE_AIRCRAFT
CHA,5,4,-1.5,-3.25,1,32.0,22.0,1,85.0,82.0,DELAY_CARRIER|DELAY_WEATHER
CHA,6,6,-4.0,-13.83,0,,,1,64.0,47.0,DELAY_LATE_AIRCRAFT
CHA,7,3,-4.0,-9.67,0,,,0,,,CANC_CARRIER
CHA,8,6,-2.5,-4.0,2,29.5,24.0,0,,,DELAY_CARRIER
CHA,9,5,-6.2,-13.4,0,,,0,,,N/D
CHA,10,10,-2.3,-8.9,1,24.0,35.0,0,,,DELAY_LATE_AIRCRAFT
CHA,11,2,-6.5,-12.5,0,,,1,384.0,382.0,DELAY_CARRIER
CHA,12,5,1.0,-13.8,0,,,0,,,N/D
CHO,2,3,-4.67,-17.67,0,,,0,,,N/D
CHO,3,2,-7.5,-28.5,0,,,0,,,N/D
CHO,4,4,-5.75,-17.0,0,,,0,,,N/D
CHO,5,2,1.0,3.0,1,35.0,22.0,1,76.0,68.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
CHO,6,2,-0.5,-6.5,0,,,0,,,N/D
CHO,7,0,,,0,,,1,110.0,106.0,DELAY_LATE_AIRCRAFT
CHO,8,3,-10.67,-17.67,0,,,0,,,N/D
CHO,10,4,-2.75,-14.25,0,,,0,,,N/D
CHO,11,8,-5.5,-14.0,0,,,0,,,N/D
CHO,12,1,-5.0,-2.0,0,,,1,64.0,37.0,DELAY_NAS
CHS,1,8,-0.25,-9.5,5,36.2,25.6,2,85.5,83.5,DELAY_CARRIER|CANC_CARRIER|CANC_WEATHER
CHS,2,15,-5.8,-13.67,0,,,0,,,DELAY_NAS
CHS,3,13,-1.77,-5.0,1,34.0,33.0,0,,,DELAY_LATE_AIRCRAFT|CANC_WEATHER
CHS,4,12,-6.25,-7.92,1,48.0,47.0,0,,,DELAY_LATE_AIRCRAFT
CHS,5,23,-1.83,-9.87,3,38.33,41.33,3,82.67,70.67,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
CHS,6,20,-2.45,-10.7,6,28.5,28.17,0,,,DELAY_LATE_AIRCRAFT
CHS,7,14,-3.71,-3.0,1,21.0,6.0,5,102.0,100.4,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|CANC_WEATHER
CHS,8,16,-4.88,-10.81,2,33.5,20.5,5,257.0,251.6,DELAY_LATE_AIRCRAFT|CANC_NAS|CANC_WEATHER
CHS,9,16,-3.38,-9.06,2,36.0,35.5,0,,,DELAY_CARRIER
CHS,10,19,-3.47,-8.89,2,24.5,10.0,3,69.0,60.67,DELAY_CARRIER|DELAY_NAS
CHS,11,11,-3.55,-4.91,1,42.0,34.0,1,126.0,134.0,DELAY_NAS
CHS,12,19,-4.05,-11.95,3,40.67,33.33,2,202.0,199.5,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
CID,1,3,-5.0,7.33,0,,,1,118.0,106.0,CANC_CARRIER|CANC_WEATHER|DELAY_CARRIER
CID,2,5,-3.0,-10.2,1,28.0,44.0,1,108.0,106.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
CID,3,3,-5.0,-15.0,0,,,1,102.0,91.0,DELAY_LATE_AIRCRAFT
CID,4,8,-4.25,-2.38,0,,,0,,,DELAY_NAS
CID,5,10,-2.3,-16.3,1,33.0,49.0,1,89.0,86.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
CID,6,10,-4.2,0.4,1,29.0,37.0,0,,,DELAY_CARRIER|DELAY_WEATHER
CID,7,8,-2.12,2.75,1,45.0,39.0,1,114.0,107.0,DELAY_CARRIER|CANC_CARRIER|DELAY_NAS
CID,8,6,-4.33,2.5,2,23.5,15.0,0,,,DELAY_NAS|DELAY_CARRIER
CID,9,9,-8.78,-25.44,1,15.0,10.0,0,,,N/D
CID,10,8,-6.5,-9.5,0,,,0,,,N/D
CID,11,6,-7.5,-10.33,1,57.0,95.0,1,63.0,33.0,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
CID,12,4,-2.0,-17.75,0,,,0,,,N/D
CIU,1,0,,,1,28.0,19.0,0,,,DELAY_WEATHER
CIU,3,1,-7.0,-28.0,0,,,0,,,N/D
CIU,6,1,-14.0,-27.0,0,,,0,,,N/D
CIU,8,3,-3.0,-4.0,0,,,0,,,N/D
CKB,2,0,,,1,24.0,26.0,0,,,DELAY_LATE_AIRCRAFT
CKB,7,0,,,0,,,1,874.0,879.0,DELAY_CARRIER
