compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
AS,LIH,11,-34.0,37.0,-7.55,0.0,1|2|3|4|5|10|11
AS,PAE,10,-25.0,44.0,-2.86,0.3,1|2|3|4|7|8|12
AS,SMF,10,-15.0,5.0,-7.11,0.1,1|5|6|8|9|10|11
AS,BZN,9,-7.0,74.0,18.22,0.0,3|5|6|7|9|10
AS,ATL,9,-24.0,25.0,-5.78,0.0,5|6|9|10
AS,BET,9,-21.0,23.0,-4.78,0.0,2|3|4|7|9|11|12
AS,MSP,9,-45.0,-1.0,-26.22,0.0,2|3|4|9|10|11
AS,MSY,9,-23.0,25.0,0.44,0.0,1|3|5|6|8|10|11|12
AS,SAT,8,-33.0,26.0,-4.12,0.0,2|3|6|8|9
AS,SIT,8,-23.0,126.0,22.62,0.0,2|6|7|8|9|10|11
AS,YAK,8,-16.0,12.0,-10.12,0.0,1|6|7|10|11
AS,CDV,8,-29.0,36.0,-14.25,0.0,1|2|3|4|7|8|10
AS,OAK,8,-31.0,20.0,-12.12,0.0,2|3|6|7|8|10
AS,MKE,7,-13.0,34.0,4.57,0.0,3|6|8|9|10|11|12
AS,TUS,7,-23.0,109.0,16.14,0.0,1|2|3|6|10|11
AS,BOI,7,-25.0,47.0,-1.14,0.0,3|8|9|10|12
AS,TPA,7,-31.0,13.0,-9.71,0.0,4|6|7|10|11|12
AS,IAH,7,-17.0,164.0,27.14,0.0,1|5|6|7|8|9|11
AS,BWI,6,-22.0,42.0,10.5,0.0,7|9|12
AS,OMA,6,-20.0,51.0,7.33,0.0,1|5|7|8|9|10
AS,CLE,6,-13.0,36.0,4.17,0.0,1|4|5|6|10
AS,MIA,6,-6.0,202.0,70.67,0.0,7|8|9|12
AS,IND,5,-37.0,21.0,-1.4,0.0,2|3|5|6|7
AS,SCC,5,-39.0,-7.0,-25.8,0.0,2|5|6
AS,ABQ,5,-22.0,-7.0,-13.2,0.0,7|8|11|12
AS,ADQ,5,-21.0,-1.0,-11.8,0.0,1|3|6|7
AS,DTW,5,-20.0,115.0,20.6,0.0,3|5|7|10|11
AS,STL,4,-12.0,0.0,-7.75,0.0,3|6|12
AS,PSG,4,-26.0,0.0,-9.25,0.0,4|7|10|11
AS,RDM,4,0.0,179.0,64.0,0.0,1|3|7|8
AS,RDU,4,-27.0,-4.0,-14.25,0.0,7|10|11
AS,AKN,4,-20.0,32.0,3.5,0.0,6|7|9
AS,SBA,4,-20.0,-12.0,-17.0,0.0,2|4|8
AS,RNO,4,-18.0,15.0,4.0,0.0,2|6|10|11
AS,PSC,3,-16.0,-11.0,-13.0,0.0,2|8|11
AS,CVG,3,-40.0,4.0,-12.33,0.0,2|3|4
AS,RSW,3,-45.0,204.0,55.0,0.0,1|2|6
AS,BRW,3,-13.0,61.0,12.33,0.0,4|5|8
AS,FAT,2,-22.0,-20.0,-21.0,0.0,3|4
AS,ADK,2,-70.0,-28.0,-49.0,0.0,5|7
AS,OTZ,2,-16.0,-15.0,-15.5,0.0,9|11
AS,OKC,2,-14.0,6.0,-4.0,0.0,3|9
AS,PIT,2,14.0,83.0,48.5,0.0,5|6
AS,EUG,1,,,,1.0,1
