compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
AS,JFK,1905,-69.0,796.0,1.0,0.0278,1|2|3|4|5|6|7|8|9|10|11|12
AS,ORD,1601,-54.0,917.0,8.0,0.0119,1|2|3|4|5|6|7|8|9|10|11|12
AS,EWR,1592,-69.0,511.0,7.0,0.0339,1|2|3|4|5|6|7|8|9|10|11|12
AS,AUS,1438,-50.0,581.0,8.61,0.0229,1|2|3|4|5|6|7|8|9|10|11|12
AS,SJC,1421,-54.0,414.0,-0.94,0.0246,1|2|3|4|5|6|7|8|9|10|11|12
AS,MCO,1339,-58.0,432.0,13.87,0.0373,1|2|3|4|5|6|7|8|9|10|11|12
AS,BOS,1296,-67.0,735.0,5.08,0.0216,1|2|3|4|5|6|7|8|9|10|11|12
AS,FAI,1294,-53.0,324.0,-1.77,0.0085,1|2|3|4|5|6|7|8|9|10|11|12
AS,DFW,1261,-52.0,540.0,14.78,0.0214,1|2|3|4|5|6|7|8|9|10|11|12
AS,KTN,1204,-54.0,332.0,-1.77,0.015,1|2|3|4|5|6|7|8|9|10|11|12
