compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
9E,DHN,2675,-41.0,937.0,3.57,0.0056,1|2|3|4|5|6|9|10|11|12
9E,BWI,2500,-45.0,494.0,10.34,0.056,1|2|3|4|5|6|7|8|9|10
9E,BTR,2495,-34.0,1015.0,5.55,0.018,1|2|3|5|6|7|8|9|10|11|12
9E,OMA,2480,-39.0,779.0,5.02,0.0302,1|2|3|4|5|6|7|8|9|10|11|12
9E,DAY,2405,-38.0,558.0,-2.41,0.0229,1|2|3|4|5|6|7|8|9|10|11|12
9E,IAD,1940,-55.0,382.0,-5.31,0.0026,1|2|3|4|9|10|11|12
9E,AUS,1895,-35.0,1225.0,14.15,0.0053,1|2|3|4|5|6|7|11
9E,BGM,1830,-50.0,1051.0,7.27,0.0328,1|2|3|4|5|6|7|8|9|10|11|12
9E,BDL,1830,-31.0,303.0,1.55,0.0301,1|2|3|4|5|6|7|8|9|10|12
9E,FSD,1770,-48.0,412.0,5.62,0.0085,1|2|3|4|5|6|7|8|9|10|11|12
9E,FAY,1745,-32.0,949.0,8.37,0.0,1|2|3|4|5|6|9|10|11|12
9E,ORH,1495,-40.0,1027.0,10.19,0.0502,1|2|3|4|5|6|7|8|9|10|11|12
9E,MDT,1440,-50.0,391.0,-2.32,0.0104,1|2|3|4|5|6|11|12
9E,LIT,1420,-39.0,457.0,8.23,0.0141,1|2|3|4|6|7|8|9|10|11|12
9E,PNS,1320,-43.0,1089.0,16.91,0.0114,1|2|3|4|5|6|7|8|9|11|12
9E,TUL,1300,-44.0,156.0,-1.43,0.0,1|2|3|4|5|6|9|10|11|12
9E,CMH,1255,-40.0,344.0,1.48,0.004,1|3|4|5|6|8|9|10|11|12
9E,JAN,1240,-30.0,894.0,3.44,0.004,1|2|9|10|11|12
9E,RST,1220,-35.0,865.0,8.85,0.0205,1|2|3|4|6|7|8|9|10|12
9E,TVC,1200,-37.0,1144.0,6.03,0.0083,1|4|5|6|7|8|9|10|11
9E,FWA,1165,-54.0,351.0,-2.94,0.0343,1|2|3|11
9E,FAR,1120,-36.0,267.0,-2.27,0.0045,1|2|3|4|5|6|7|8|9|10|11
9E,LEX,1075,-38.0,181.0,-1.7,0.0,1|2|3|4|5|11|12
9E,RAP,975,-37.0,951.0,10.47,0.0,6|7|8|11|12
9E,DLH,945,-27.0,241.0,8.02,0.0106,4|5|6|7|8|9
9E,CRW,900,-36.0,149.0,-6.53,0.0,1|3|4|9|10|11|12
9E,ATW,875,-34.0,420.0,9.39,0.0,1|4|5|6|7|8|9|10
9E,SDF,865,-36.0,518.0,9.88,0.0231,1|2|4|5|6|7|8|9|10|12
9E,ICT,840,-34.0,204.0,1.93,0.0,1|2|3|11|12
9E,CID,800,-35.0,129.0,-2.62,0.0,1|4|5|9|10|11
9E,EYW,795,-27.0,561.0,21.96,0.0189,1|2|3|4|5|12
9E,PHL,750,-37.0,371.0,-2.3,0.0,1|2|3|11|12
9E,LAN,730,-32.0,280.0,0.34,0.0205,1|2|3|7|8|9|10
9E,BQK,710,-31.0,508.0,8.09,0.0,3|4|6|7|11|12
9E,GNV,610,-42.0,322.0,1.05,0.0082,1|3|4|6|7|8|11|12
9E,MQT,600,-45.0,87.0,-14.38,0.025,1|2|3|5|6
9E,MBS,480,-27.0,103.0,-4.93,0.0,4|5|6|7|8
9E,GFK,430,-45.0,478.0,10.98,0.0,1|2|3|9|12
9E,ORD,395,-26.0,266.0,10.86,0.0127,1|3|4|6|7|10|11
9E,GRB,365,-42.0,331.0,-10.49,0.0,1|4|5|10
9E,GPT,275,-34.0,221.0,-1.07,0.0,1|4|11|12
9E,ABY,190,-32.0,321.0,4.37,0.0,1|2|3|11|12
9E,ECP,120,-22.0,262.0,35.21,0.0,1
9E,FLL,110,-21.0,89.0,13.86,0.0,1|12
9E,VPS,105,-9.0,102.0,23.5,0.0476,1|2|3|9|10
9E,RSW,95,-28.0,78.0,5.32,0.0,1|12
9E,MIA,75,-23.0,99.0,35.53,0.0,1|12
9E,AZO,70,-22.0,71.0,-2.93,0.0,1
9E,SBN,55,-31.0,-9.0,-16.45,0.0,1|9|10|11|12
9E,BIS,50,-17.0,102.0,16.0,0.0,7|8|9
9E,TPA,40,-3.0,296.0,87.63,0.0,12
9E,BOS,40,-38.0,23.0,-17.86,0.125,1
9E,OKC,20,-12.0,171.0,39.0,0.0,10|11
9E,MSY,10,-42.0,-13.0,-27.5,0.0,1
9E,DFW,10,127.0,133.0,130.0,0.0,12
AA,DFW,829330,-63.0,2114.0,19.29,0.0199,1|2|3|4|5|6|7|8|9|10|11|12
AA,CLT,630890,-65.0,1637.0,17.11,0.0134,1|2|3|4|5|6|7|8|9|10|11|12
AA,MIA,298400,-68.0,1816.0,17.41,0.0168,1|2|3|4|5|6|7|8|9|10|11|12
AA,PHX,275315,-88.0,1479.0,8.34,0.0055,1|2|3|4|5|6|7|8|9|10|11|12
AA,ORD,259090,-71.0,2418.0,16.99,0.0111,1|2|3|4|5|6|7|8|9|10|11|12
AA,PHL,227360,-67.0,2189.0,11.19,0.0168,1|2|3|4|5|6|7|8|9|10|11|12
AA,LAX,151500,-64.0,2627.0,9.76,0.0067,1|2|3|4|5|6|7|8|9|10|11|12
AA,DCA,136990,-82.0,1964.0,9.64,0.0156,1|2|3|4|5|6|7|8|9|10|11|12
AA,MCO,89930,-48.0,1399.0,14.95,0.0192,1|2|3|4|5|6|7|8|9|10|11|12
AA,BOS,85630,-77.0,2251.0,4.68,0.0137,1|2|3|4|5|6|7|8|9|10|11|12
AA,LGA,83095,-66.0,1887.0,8.7,0.0231,1|2|3|4|5|6|7|8|9|10|11|12
AA,JFK,72305,-89.0,1707.0,0.72,0.0113,1|2|3|4|5|6|7|8|9|10|11|12
AA,LAS,69700,-55.0,3023.0,12.32,0.0107,1|2|3|4|5|6|7|8|9|10|11|12
AA,AUS,69195,-47.0,3803.0,19.5,0.0149,1|2|3|4|5|6|7|8|9|10|11|12
AA,TPA,63595,-47.0,1682.0,15.9,0.028,1|2|3|4|5|6|7|8|9|10|11|12
AA,RDU,56585,-60.0,2432.0,14.56,0.017,1|2|3|4|5|6|7|8|9|10|11|12
AA,SFO,53550,-67.0,2972.0,15.84,0.0096,1|2|3|4|5|6|7|8|9|10|11|12
AA,SAN,45865,-52.0,3354.0,13.74,0.0119,1|2|3|4|5|6|7|8|9|10|11|12
AA,DEN,42050,-62.0,2012.0,13.93,0.0163,1|2|3|4|5|6|7|8|9|10|11|12
AA,BNA,42005,-44.0,2989.0,21.61,0.0215,1|2|3|4|5|6|7|8|9|10|11|12
AA,SAT,40010,-44.0,2100.0,14.87,0.018,1|2|3|4|5|6|7|8|9|10|11|12
AA,ATL,38480,-53.0,2390.0,18.26,0.0173,1|2|3|4|5|6|7|8|9|10|11|12
AA,JAX,36750,-55.0,1877.0,15.55,0.0189,1|2|3|4|5|6|7|8|9|10|11|12
AA,STL,35530,-48.0,2334.0,15.29,0.0159,1|2|3|4|5|6|7|8|9|10|11|12
AA,IAH,35360,-56.0,3136.0,19.77,0.028,1|2|3|4|5|6|7|8|9|10|11|12
AA,EWR,33980,-67.0,1606.0,13.54,0.0244,1|2|3|4|5|6|7|8|9|10|11|12
AA,MSY,33745,-41.0,2185.0,19.21,0.016,1|2|3|4|5|6|7|8|9|10|11|12
AA,IND,33445,-57.0,2554.0,11.68,0.0121,1|2|3|4|5|6|7|8|9|10|11|12
AA,SNA,32725,-63.0,2062.0,10.11,0.0121,1|2|3|4|5|6|7|8|9|10|11|12
AA,FLL,32500,-46.0,1940.0,18.85,0.0191,1|2|3|4|5|6|7|8|9|10|11|12
AA,PIT,31555,-71.0,2779.0,13.17,0.0128,1|2|3|4|5|6|7|8|9|10|11|12
AA,PBI,29975,-48.0,2093.0,20.05,0.018,1|2|3|4|5|6|7|8|9|10|11|12
AA,DTW,29235,-63.0,2236.0,9.98,0.018,1|2|3|4|5|6|7|8|9|10|11|12
AA,MCI,28990,-56.0,1762.0,15.27,0.0138,1|2|3|4|5|6|7|8|9|10|11|12
AA,SEA,27840,-54.0,3359.0,10.63,0.0154,1|2|3|4|5|6|7|8|9|10|11|12
AA,RSW,27045,-39.0,1742.0,16.44,0.0233,1|2|3|4|5|6|7|8|9|10|11|12
AA,CHS,24390,-43.0,1991.0,14.68,0.0185,1|2|3|4|5|6|7|8|9|10|11|12
AA,MSP,23400,-59.0,2008.0,10.35,0.0137,1|2|3|4|5|6|7|8|9|10|11|12
AA,CLE,23265,-62.0,1626.0,9.98,0.0193,1|2|3|4|5|6|7|8|9|10|11|12
AA,MEM,21535,-45.0,2223.0,15.7,0.0172,1|2|3|4|5|6|7|8|9|10|11|12
AA,BDL,19835,-57.0,1388.0,10.07,0.0164,1|2|3|4|5|6|7|8|9|10|11|12
AA,SJU,19755,-47.0,3020.0,23.26,0.0043,1|2|3|4|5|6|7|8|9|10|11|12
AA,SLC,19205,-55.0,2071.0,13.1,0.0148,1|2|3|4|5|6|7|8|9|10|11|12
AA,PDX,18905,-49.0,3007.0,12.33,0.0148,1|2|3|4|5|6|7|8|9|10|11|12
AA,BWI,18840,-70.0,1866.0,10.75,0.0175,1|2|3|4|5|6|7|8|9|10|11|12
AA,RIC,18695,-48.0,1250.0,14.25,0.0158,1|2|3|4|5|6|7|8|9|10|11|12
AA,CMH,17600,-65.0,3143.0,16.18,0.0165,1|2|3|4|5|6|7|8|9|10|11|12
AA,SMF,17555,-60.0,3241.0,12.14,0.0159,1|2|3|4|5|6|7|8|9|10|11|12
AA,ONT,17100,-48.0,1482.0,9.34,0.0117,1|2|3|4|5|6|7|8|9|10|11|12
AA,CVG,16665,-55.0,1792.0,14.63,0.0189,1|2|3|4|5|6|7|8|9|10|11|12
AA,TUS,16405,-41.0,1693.0,11.56,0.0171,1|2|3|4|5|6|7|8|9|10|11|12
AA,OMA,15805,-53.0,1619.0,12.83,0.013,1|2|3|4|5|6|7|8|9|10|11|12
AA,ABQ,15040,-44.0,2574.0,17.2,0.0209,1|2|3|4|5|6|7|8|9|10|11|12
AA,ORF,14340,-56.0,2427.0,15.74,0.0202,1|2|3|4|5|6|7|8|9|10|11|12
AA,ELP,13750,-35.0,1771.0,14.85,0.0171,1|2|3|4|5|6|7|8|9|10|11|12
AA,MKE,13525,-44.0,2282.0,20.22,0.017,1|2|3|4|5|6|7|8|9|10|11|12
AA,OKC,13505,-37.0,2161.0,16.41,0.0185,1|2|3|4|5|6|7|8|9|10|11|12
AA,SRQ,13115,-42.0,1630.0,19.32,0.0324,1|2|3|4|5|6|7|8|9|10|11|12
AA,SDF,12880,-43.0,2549.0,22.58,0.0202,1|2|3|4|5|6|7|8|9|10|11|12
AA,GRR,12610,-62.0,3208.0,15.53,0.0123,1|2|3|4|5|6|7|8|9|10|11|12
AA,DSM,12460,-69.0,2833.0,24.76,0.0169,1|2|3|4|5|6|7|8|9|10|11|12
AA,TUL,12165,-37.0,2009.0,19.19,0.0226,1|2|3|4|5|6|7|8|9|10|11|12
AA,RNO,12015,-54.0,1493.0,13.6,0.0125,1|2|3|4|5|6|7|8|9|10|11|12
AA,HNL,11270,-78.0,2270.0,-6.2,4.0E-4,1|2|3|4|5|6|7|8|9|10|11|12
AA,PVD,11025,-37.0,1419.0,11.79,0.0091,1|2|3|4|5|6|7|8|9|10|11|12
AA,BUF,10890,-53.0,1613.0,15.07,0.0138,1|2|3|4|5|6|7|8|9|10|11|12
AA,MSN,10335,-62.0,2709.0,24.21,0.0121,1|2|3|4|5|6|7|8|9|10|11|12
AA,FAT,10225,-42.0,1888.0,16.96,0.0142,1|2|3|4|5|6|7|8|9|10|11|12
AA,STT,9955,-53.0,2346.0,26.77,0.009,1|2|3|4|5|6|7|8|9|10|11|12
AA,SAV,9490,-41.0,1884.0,21.27,0.0253,1|2|3|4|5|6|7|8|9|10|11|12
AA,VPS,9375,-43.0,2868.0,28.16,0.0144,1|2|3|4|5|6|7|8|9|10|11|12
AA,MFE,9070,-37.0,1399.0,19.06,0.0226,1|2|3|4|5|6|7|8|9|10|11|12
AA,PSP,8915,-46.0,1308.0,10.65,0.0123,1|2|3|4|5|6|7|8|9|10|11|12
AA,PNS,8880,-35.0,1526.0,33.62,0.0248,1|2|3|4|5|6|7|8|9|10|11|12
AA,PWM,8830,-49.0,2901.0,20.83,0.0215,1|2|3|4|5|6|7|8|9|10|11|12
AA,EYW,8655,-40.0,2685.0,41.08,0.0295,1|2|3|4|5|6|7|8|9|10|11|12
AA,SYR,8360,-65.0,2710.0,12.47,0.0114,1|2|3|4|5|6|7|8|9|10|11|12
AA,TYS,7560,-58.0,2884.0,17.53,0.0231,1|2|3|4|5|6|7|8|9|10|11|12
AA,ILM,7435,-39.0,1612.0,12.38,0.0215,1|2|3|4|5|6|7|8|9|10|11|12
AA,SJC,7240,-45.0,1645.0,9.3,0.0104,1|2|3|4|5|6|7|8|9|10|11|12
AA,ALB,7225,-80.0,1487.0,13.84,0.0083,1|2|3|4|5|6|7|8|9|10|11|12
AA,GEG,7170,-54.0,2168.0,17.59,0.0084,1|2|3|4|5|6|7|8|9|10|11|12
AA,GSP,6700,-48.0,1578.0,19.57,0.0246,1|2|3|4|5|6|7|8|9|10|11|12
AA,EGE,6630,-55.0,1521.0,36.55,0.0136,1|2|3|4|5|6|7|8|9|10|11|12
AA,GSO,6615,-60.0,1753.0,23.23,0.0272,1|2|3|4|5|6|7|8|9|10|11|12
AA,XNA,6410,-29.0,2307.0,25.17,0.0109,1|2|3|4|5|6|7|8|9|10|11|12
AA,OGG,6285,-70.0,1712.0,-1.36,0.004,1|2|3|4|5|6|7|8|9|10|11|12
AA,CID,6265,-47.0,2070.0,29.4,0.0319,1|2|3|4|5|6|7|8|9|10|11|12
AA,BUR,6145,-45.0,2230.0,15.09,0.0098,1|2|3|4|5|6|7|8|9|10|11|12
AA,MYR,5845,-38.0,893.0,11.1,0.0197,1|2|3|4|5|6|7|8|9|10|11|12
AA,COS,5380,-43.0,1478.0,17.72,0.0251,1|2|3|4|5|6|7|8|9|10|11|12
AA,LEX,5325,-43.0,1679.0,25.62,0.0254,1|2|3|4|5|6|7|8|9|10|11|12
AA,MDT,5275,-54.0,1449.0,16.91,0.0114,1|2|3|4|5|6|7|8|9|10|11|12
AA,JAC,5220,-48.0,2700.0,49.31,0.0115,1|2|3|4|5|6|7|8|9|10|11|12
AA,SBA,5140,-43.0,1418.0,16.65,0.0136,1|2|3|4|5|6|7|8|9|10|11|12
AA,BFL,4590,-40.0,1106.0,7.59,0.0109,1|2|3|4|5|6|7|8|9|10|11|12
AA,BZN,4545,-47.0,1767.0,30.7,0.0033,1|2|3|4|5|6|7|8|9|10|11|12
AA,BOI,4505,-45.0,727.0,6.85,0.0144,1|2|3|4|5|6|7|8|9|10|11|12
AA,ROC,4340,-38.0,1112.0,18.25,0.0161,1|2|3|4|5|6|7|8|9|10|11|12
AA,AVP,4125,-40.0,1141.0,13.48,0.0109,1|2|3|4|5|6|7|8|9|10|11|12
AA,SBP,3995,-41.0,1256.0,24.12,0.0038,1|2|3|4|5|6|7|8|9|10|11|12
AA,EUG,3850,-38.0,1713.0,18.46,0.0169,1|2|3|4|5|6|7|8|9|10|11|12
AA,LIT,3795,-29.0,2579.0,28.66,0.0184,1|2|3|4|5|6|7|8|9|10|11|12
AA,STX,3760,-39.0,2899.0,33.93,0.0066,1|2|3|4|5|6|7|8|9|10|11|12
AA,KOA,3755,-76.0,1535.0,8.13,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,LIH,3745,-73.0,1284.0,0.57,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,IAD,3695,-49.0,2147.0,9.57,0.0162,1|2|3|4|5|6|7|8|9|10|11|12
AA,BTV,3565,-39.0,1556.0,12.9,0.0126,1|2|3|4|5|6|7|8|9|10|11|12
AA,ECP,3525,-32.0,2218.0,36.47,0.0199,1|2|3|4|5|6|7|8|9|10|11|12
AA,CAE,3480,-38.0,1892.0,25.73,0.0302,1|2|3|4|5|6|7|8|9|10|11|12
AA,FSD,3260,-46.0,1539.0,16.82,0.0138,1|2|3|4|5|6|7|8|9|10|11|12
AA,MRY,3230,-48.0,1530.0,24.89,0.0139,1|2|3|4|5|6|7|8|9|10|11|12
AA,BGR,3030,-37.0,1304.0,24.93,0.0198,6|7|8|9|10|11
AA,ICT,2800,-32.0,1230.0,26.81,0.0286,1|2|3|4|5|6|7|8|9|10|11|12
AA,MTJ,2520,-31.0,1396.0,20.85,0.002,1|2|3|4|6|7|8|9|10|11|12
AA,ANC,2490,-52.0,2236.0,23.16,0.004,1|3|4|5|6|7|8|9|10|11|12
AA,AVL,2420,-39.0,2597.0,46.54,0.0537,1|2|4|5|6|7|8|9|10|11|12
AA,LBB,2120,-37.0,1787.0,28.55,0.0259,1|2|3|4|5|6|7|10|11|12
AA,BHM,1950,-29.0,2577.0,37.52,0.0154,1|2|5|6|9|10|11|12
AA,FCA,1915,-43.0,1672.0,23.76,0.0052,6|7|8|9|10|11
AA,DAB,1575,-27.0,402.0,6.98,0.0095,1|2|3|4|5|6
AA,MSO,1160,-38.0,926.0,11.29,0.0043,1|6|7|8|9|10|11|12
AA,AMA,1025,-31.0,977.0,21.83,0.0244,1|2|10|11|12
AA,HDN,915,-33.0,1561.0,49.46,0.0055,1|2|3|4|12
AA,STS,900,-30.0,1590.0,55.51,0.0056,5|6|7|8|9|10|11
AA,RAP,660,-31.0,1508.0,48.29,0.0152,6|7|8|9|10
AA,RDM,650,-31.0,1380.0,87.43,0.0154,5|6|7|8|9|10
AA,GUC,620,-36.0,1205.0,35.98,0.0161,1|2|3|4|12
AA,MHT,595,-31.0,1331.0,18.61,0.0,4|5|6
AA,TVC,455,-24.0,1139.0,62.25,0.0,6|7|8|9
AA,AGS,115,-20.0,179.0,34.35,0.0,4
AA,HSV,65,-29.0,85.0,15.38,0.0,11|12
AA,DRO,45,-16.0,137.0,36.56,0.0,6|7|8
AA,SBN,10,-37.0,7.0,-15.0,0.0,11
AS,SEA,389630,-70.0,540.0,6.1,0.0154,1|2|3|4|5|6|7|8|9|10|11|12
AS,PDX,84665,-60.0,450.0,3.61,0.0209,1|2|3|4|5|6|7|8|9|10|11|12
AS,ANC,71210,-65.0,499.0,0.99,0.0164,1|2|3|4|5|6|7|8|9|10|11|12
AS,SFO,57330,-65.0,850.0,6.8,0.0259,1|2|3|4|5|6|7|8|9|10|11|12
AS,SAN,51280,-58.0,899.0,7.43,0.027,1|2|3|4|5|6|7|8|9|10|11|12
AS,LAX,46295,-64.0,558.0,1.48,0.0188,1|2|3|4|5|6|7|8|9|10|11|12
AS,LAS,27150,-61.0,603.0,8.96,0.0221,1|2|3|4|5|6|7|8|9|10|11|12
AS,PHX,25045,-56.0,513.0,3.86,0.0194,1|2|3|4|5|6|7|8|9|10|11|12
AS,JNU,22865,-46.0,780.0,0.6,0.0188,1|2|3|4|5|6|7|8|9|10|11|12
AS,HNL,21845,-65.0,678.0,4.28,0.0266,1|2|3|4|5|6|7|8|9|10|11|12
AS,SNA,20555,-43.0,682.0,0.29,0.0122,1|2|3|4|5|6|7|8|9|10|11|12
AS,JFK,18915,-82.0,796.0,-0.22,0.0301,1|2|3|4|5|6|7|8|9|10|11|12
AS,EWR,16315,-70.0,511.0,5.81,0.0291,1|2|3|4|5|6|7|8|9|10|11|12
AS,ORD,15775,-57.0,917.0,8.33,0.0146,1|2|3|4|5|6|7|8|9|10|11|12
AS,SJC,14235,-54.0,658.0,-1.49,0.0228,1|2|3|4|5|6|7|8|9|10|11|12
AS,AUS,14140,-50.0,613.0,8.32,0.0258,1|2|3|4|5|6|7|8|9|10|11|12
AS,MCO,13175,-61.0,439.0,13.28,0.0387,1|2|3|4|5|6|7|8|9|10|11|12
AS,FAI,13055,-53.0,452.0,-1.01,0.0111,1|2|3|4|5|6|7|8|9|10|11|12
AS,BOS,12915,-72.0,735.0,4.28,0.0163,1|2|3|4|5|6|7|8|9|10|11|12
AS,KTN,12060,-65.0,593.0,-2.57,0.0182,1|2|3|4|5|6|7|8|9|10|11|12
AS,DFW,11950,-52.0,540.0,13.61,0.0222,1|2|3|4|5|6|7|8|9|10|11|12
AS,GEG,11465,-37.0,294.0,1.26,0.017,1|2|3|4|5|6|7|8|9|10|11|12
AS,BUR,11180,-39.0,490.0,2.68,0.0219,1|2|3|4|5|6|7|8|9|10|11|12
