compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
AA,BZN,909,-47.0,1767.0,30.7,0.0033,1|2|3|4|5|6|7|8|9|10|11|12
AA,BOI,901,-45.0,727.0,6.85,0.0144,1|2|3|4|5|6|7|8|9|10|11|12
AA,ROC,868,-38.0,1112.0,18.25,0.0161,1|2|3|4|5|6|7|8|9|10|11|12
AA,AVP,825,-40.0,1141.0,13.48,0.0109,1|2|3|4|5|6|7|8|9|10|11|12
AA,SBP,799,-41.0,1256.0,24.12,0.0038,1|2|3|4|5|6|7|8|9|10|11|12
AA,EUG,770,-38.0,1713.0,18.46,0.0169,1|2|3|4|5|6|7|8|9|10|11|12
AA,LIT,759,-29.0,2579.0,28.66,0.0184,1|2|3|4|5|6|7|8|9|10|11|12
AA,STX,752,-39.0,2899.0,33.93,0.0066,1|2|3|4|5|6|7|8|9|10|11|12
AA,KOA,751,-76.0,1535.0,8.13,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,LIH,749,-73.0,1284.0,0.57,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,IAD,739,-49.0,2147.0,9.57,0.0162,1|2|3|4|5|6|7|8|9|10|11|12
AA,BTV,713,-39.0,1556.0,12.9,0.0126,1|2|3|4|5|6|7|8|9|10|11|12
AA,ECP,705,-32.0,2218.0,36.47,0.0199,1|2|3|4|5|6|7|8|9|10|11|12
AA,CAE,696,-38.0,1892.0,25.73,0.0302,1|2|3|4|5|6|7|8|9|10|11|12
AA,FSD,652,-46.0,1539.0,16.82,0.0138,1|2|3|4|5|6|7|8|9|10|11|12
AA,MRY,646,-48.0,1530.0,24.89,0.0139,1|2|3|4|5|6|7|8|9|10|11|12
AA,BGR,606,-37.0,1304.0,24.93,0.0198,6|7|8|9|10|11
AA,ICT,560,-32.0,1230.0,26.81,0.0286,1|2|3|4|5|6|7|8|9|10|11|12
AA,MTJ,504,-31.0,1396.0,20.85,0.002,1|2|3|4|6|7|8|9|10|11|12
AA,ANC,498,-52.0,2236.0,23.16,0.004,1|3|4|5|6|7|8|9|10|11|12
AA,AVL,484,-39.0,2597.0,46.54,0.0537,1|2|4|5|6|7|8|9|10|11|12
AA,LBB,424,-37.0,1787.0,28.55,0.0259,1|2|3|4|5|6|7|10|11|12
AA,BHM,390,-29.0,2577.0,37.52,0.0154,1|2|5|6|9|10|11|12
AA,FCA,383,-43.0,1672.0,23.76,0.0052,6|7|8|9|10|11
AA,DAB,315,-27.0,402.0,6.98,0.0095,1|2|3|4|5|6
AA,MSO,232,-38.0,926.0,11.29,0.0043,1|6|7|8|9|10|11|12
AA,AMA,205,-31.0,977.0,21.82,0.0244,1|2|10|11|12
AA,HDN,183,-33.0,1561.0,49.46,0.0055,1|2|3|4|12
AA,STS,180,-30.0,1590.0,55.51,0.0056,5|6|7|8|9|10|11
AA,RAP,132,-31.0,1508.0,48.29,0.0152,6|7|8|9|10
AA,RDM,130,-31.0,1380.0,87.43,0.0154,5|6|7|8|9|10
AA,GUC,124,-36.0,1205.0,35.98,0.0161,1|2|3|4|12
AA,MHT,119,-31.0,1331.0,18.61,0.0,4|5|6
AA,TVC,91,-24.0,1139.0,62.25,0.0,6|7|8|9
AA,AGS,23,-20.0,179.0,34.35,0.0,4
AA,HSV,13,-29.0,85.0,15.38,0.0,11|12
