compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
9E,AGS,302,-35.0,353.0,4.88,0.0265,1|2|3|4|5|6|7|8|9|10|11|12
9E,GSP,288,-43.0,226.0,-0.94,0.0174,1|2|3|4|5|6|7|8|9|10|11|12
9E,STL,287,-36.0,230.0,-7.41,0.0244,1|2|3|4|5|6|7|8|9|10|11|12
9E,BGR,266,-44.0,349.0,-9.08,0.0301,1|2|3|4|5|6|7|8|9|10|11|12
9E,ILM,265,-34.0,829.0,4.66,0.0302,1|2|3|4|5|6|7|8|9|10|11|12
9E,CAE,257,-35.0,542.0,1.62,0.0156,1|2|3|4|5|6|7|8|9|10|11|12
9E,SHV,245,-37.0,208.0,-7.19,0.0122,1|2|3|4|5|6|7|8|9|10|11|12
9E,BNA,243,-33.0,1132.0,20.81,0.0288,1|2|3|4|5|6|7|8|9|10|11|12
9E,TRI,224,-33.0,254.0,-4.44,0.0,1|2|3|4|5|6|7|8|9|10|11|12
9E,ABE,221,-44.0,438.0,2.87,0.0136,1|2|3|4|5|6|7|8|9|10|11|12
9E,BHM,218,-50.0,282.0,-0.42,0.0229,1|2|3|4|5|6|7|8|9|10|11|12
9E,ALB,218,-43.0,374.0,-4.32,0.0183,1|2|3|4|5|6|7|8|9|10|11|12
9E,MCI,214,-37.0,1047.0,12.8,0.0607,1|2|3|4|5|6|7|8|9|10|11|12
9E,MEM,212,-34.0,991.0,0.6,0.033,1|2|3|4|5|6|7|8|9|10|11|12
9E,MKE,202,-42.0,831.0,11.37,0.0198,1|2|3|4|5|6|7|8|9|10|11|12
9E,ROA,200,-35.0,777.0,10.89,0.01,1|2|3|4|5|6|7|8|9|10|11|12
9E,AEX,199,-29.0,979.0,22.68,0.0101,1|2|3|4|5|6|7|8|9|10|11|12
9E,JAX,195,-44.0,230.0,-0.7,0.041,1|2|3|4|5|6|7|8|9|10|11|12
9E,MGM,180,-31.0,366.0,2.06,0.0,1|2|3|4|5|6|7|8|9|10|11|12
9E,HPN,176,-39.0,283.0,-1.13,0.017,1|2|3|4|5|6|7|8|9|10|11|12
9E,GRR,171,-36.0,331.0,-4.31,0.0234,1|2|3|4|5|6|7|8|9|10|11|12
9E,PWM,170,-38.0,1151.0,22.7,0.0412,1|2|3|4|5|6|7|8|9|10|11|12
9E,MOB,164,-28.0,367.0,3.71,0.0122,1|2|3|4|5|6|7|8|9|10|11|12
9E,LFT,160,-36.0,210.0,-2.94,0.0187,1|2|3|4|5|6|7|8|9|10|11|12
9E,ITH,158,-52.0,262.0,-9.32,0.038,1|2|3|4|5|6|7|8|9|10|11|12
9E,VLD,156,-34.0,358.0,3.93,0.0256,1|2|3|4|5|6|7|8|9|10|11|12
9E,EVV,152,-36.0,282.0,-6.54,0.0132,1|2|3|6|7|8|9|10|11|12
9E,CWA,148,-34.0,125.0,-7.88,0.0203,1|2|3|4|5|6|7|8|9|10|11|12
9E,PVD,147,-38.0,1135.0,7.8,0.0272,1|2|3|4|5|6|7|8|9|10|11|12
9E,MSN,144,-33.0,164.0,-3.32,0.0278,1|2|3|4|5|6|7|8|9|10|11|12
9E,MLU,141,-35.0,341.0,3.26,0.0142,1|2|3|4|5|6|7|8|9|10|11|12
9E,BMI,136,-38.0,206.0,-3.76,0.0074,1|2|3|4|5|6|7|8|9|10|11|12
9E,AVL,131,-38.0,835.0,4.04,0.0229,1|2|3|4|5|6|7|8|9|10|11|12
9E,CSG,126,-37.0,238.0,-1.69,0.0159,2|3|4|5|6|7|8|9|10|11|12
9E,MLI,125,-34.0,202.0,1.43,0.016,1|2|3|4|5|6|7|8|9|10|11|12
9E,GTR,125,-36.0,369.0,-4.31,0.008,1|2|3|4|5|6|7|8|9|10|11|12
9E,SGF,118,-36.0,339.0,2.66,0.0,1|2|3|4|5|7|8|9|10|11|12
9E,MYR,115,-42.0,88.0,-12.3,0.0348,1|2|3|4|5|6|7|8|9|10|11|12
9E,DHN,113,-39.0,422.0,-3.08,0.0,1|2|3|4|5|6|9|10|11|12
9E,TLH,109,-28.0,166.0,3.87,0.0367,1|2|3|4|5|6|7|8|9|10|11|12
9E,BWI,109,-45.0,315.0,4.55,0.0275,1|2|3|4|5|6|7|8|9|10
9E,DAY,106,-34.0,334.0,-5.93,0.0283,1|2|3|4|5|6|7|8|9|10|11|12
9E,BTR,103,-33.0,213.0,6.16,0.0097,1|2|3|5|6|7|8|9|10|11|12
9E,OAJ,103,-34.0,951.0,4.87,0.0,1|2|3|4|5|6|7|9|10|11|12
9E,OMA,100,-36.0,103.0,-6.56,0.01,1|2|3|4|5|6|7|8|9|10|11|12
9E,HSV,81,-26.0,989.0,19.9,0.0123,1|2|3|4|5|6|10|11|12
9E,BGM,81,-50.0,386.0,10.32,0.0247,1|2|3|4|5|6|7|8|9|10|11|12
9E,AUS,80,-28.0,1069.0,13.21,0.0,1|2|3|4|5|6|7
9E,FSD,78,-28.0,412.0,10.75,0.0128,1|2|3|4|5|6|7|8|9|10|11|12
9E,IAD,78,-55.0,202.0,-6.92,0.0,1|2|3|4|9|10|11|12
9E,FAY,77,-26.0,147.0,-3.19,0.0,1|2|3|4|5|9|10|11|12
9E,MDT,67,-44.0,391.0,-5.4,0.0,1|2|3|4|5|11|12
9E,BDL,62,-29.0,160.0,5.9,0.0323,1|2|3|4|5|6|7|8|9|10|12
9E,ORH,61,-39.0,134.0,1.22,0.0328,1|2|3|4|5|6|7|8|9|10|11|12
9E,CMH,60,-40.0,149.0,2.28,0.0,1|3|4|5|6|8|9|10|11|12
9E,LEX,59,-31.0,181.0,4.95,0.0,1|2|3|4|5|12
9E,PNS,56,-42.0,359.0,11.0,0.0,1|2|3|4|5|6|7|8|11|12
9E,TUL,50,-43.0,156.0,-2.74,0.0,1|2|4|5|6|9|10|11|12
9E,RAP,50,-30.0,951.0,25.22,0.0,6|7|8|11|12
9E,JAN,48,-30.0,110.0,-0.96,0.0,1|9|10|11|12
9E,LIT,47,-23.0,250.0,9.4,0.0426,1|2|6|7|8|9|10|11|12
9E,CRW,41,-31.0,149.0,-5.44,0.0,1|3|4|9|10|11|12
9E,TVC,38,-29.0,121.0,7.87,0.0,4|5|6|7|8|9|11
9E,FAR,38,-28.0,169.0,1.37,0.0,1|2|3|4|5|6|7|9|10|11
9E,SDF,38,-28.0,397.0,14.75,0.0526,1|4|5|6|7|8|9|12
9E,EYW,36,-25.0,246.0,23.64,0.0,1|2|3|4|5|12
9E,CID,36,-30.0,50.0,-2.5,0.0,1|4|5|9|10|11
9E,FWA,36,-50.0,119.0,-3.7,0.0833,1|2|3
9E,ATW,34,-27.0,116.0,11.18,0.0,1|4|5|6|7|9
9E,RST,34,-31.0,222.0,8.27,0.0294,1|2|3|4|6|7|8|9|10|12
9E,LAN,31,-27.0,58.0,-4.59,0.0645,1|2|3|7|8|9|10
9E,DLH,26,-26.0,98.0,3.04,0.0,4|5|6|7|8|9
9E,PHL,26,-28.0,144.0,0.08,0.0,1|2|3|11|12
9E,BQK,26,-31.0,165.0,9.04,0.0,3|4|7|11|12
9E,ICT,26,-26.0,55.0,-2.27,0.0,1|2|3|11|12
9E,MBS,23,-24.0,36.0,-6.13,0.0,4|5|6|7|8
9E,GNV,22,-30.0,166.0,16.41,0.0,1|3|4|6|7|8|12
9E,MQT,21,-45.0,87.0,-15.81,0.0,1|2|3|5|6
9E,GRB,16,-36.0,331.0,4.75,0.0,1|4|5
9E,ORD,13,-26.0,130.0,7.77,0.0,1|3|4|7
9E,GFK,13,-38.0,231.0,3.31,0.0,1|2|12
9E,GPT,12,-34.0,75.0,-7.33,0.0,1|12
9E,ABY,8,-29.0,321.0,54.12,0.0,1|2|11|12
9E,ECP,5,-11.0,104.0,32.8,0.0,1
9E,FLL,4,-10.0,61.0,25.5,0.0,1|12
9E,RSW,3,-24.0,35.0,2.33,0.0,12
9E,AZO,2,-11.0,-3.0,-7.0,0.0,1
9E,TPA,2,-1.0,1.0,0.0,0.0,12
9E,OKC,2,-11.0,171.0,80.0,0.0,10
9E,VPS,2,-3.0,-3.0,-3.0,0.5,9|10
9E,DFW,1,127.0,127.0,127.0,0.0,12
9E,BOS,1,23.0,23.0,23.0,0.0,1
9E,MIA,1,82.0,82.0,82.0,0.0,12
9E,SBN,1,-10.0,-10.0,-10.0,0.0,11
9E,BIS,1,2.0,2.0,2.0,0.0,7
AA,DFW,33186,-52.0,1490.0,19.37,0.0192,1|2|3|4|5|6|7|8|9|10|11|12
AA,CLT,25267,-53.0,1637.0,16.61,0.0134,1|2|3|4|5|6|7|8|9|10|11|12
AA,MIA,12169,-54.0,1750.0,18.02,0.0182,1|2|3|4|5|6|7|8|9|10|11|12
AA,PHX,10902,-60.0,1479.0,7.4,0.0062,1|2|3|4|5|6|7|8|9|10|11|12
AA,ORD,10334,-65.0,1799.0,17.56,0.0113,1|2|3|4|5|6|7|8|9|10|11|12
AA,PHL,9037,-66.0,1279.0,11.2,0.0164,1|2|3|4|5|6|7|8|9|10|11|12
AA,LAX,6041,-63.0,1069.0,8.35,0.0073,1|2|3|4|5|6|7|8|9|10|11|12
AA,DCA,5450,-82.0,1964.0,10.07,0.0139,1|2|3|4|5|6|7|8|9|10|11|12
AA,MCO,3632,-47.0,1295.0,15.88,0.0198,1|2|3|4|5|6|7|8|9|10|11|12
AA,BOS,3447,-77.0,1425.0,3.85,0.0145,1|2|3|4|5|6|7|8|9|10|11|12
AA,LGA,3259,-56.0,993.0,7.48,0.0212,1|2|3|4|5|6|7|8|9|10|11|12
AA,JFK,2785,-89.0,1707.0,-1.48,0.0093,1|2|3|4|5|6|7|8|9|10|11|12
AA,LAS,2756,-55.0,1354.0,11.59,0.0112,1|2|3|4|5|6|7|8|9|10|11|12
AA,AUS,2744,-46.0,1762.0,18.12,0.0109,1|2|3|4|5|6|7|8|9|10|11|12
AA,TPA,2474,-47.0,1682.0,19.17,0.0287,1|2|3|4|5|6|7|8|9|10|11|12
AA,RDU,2232,-60.0,869.0,12.13,0.0157,1|2|3|4|5|6|7|8|9|10|11|12
AA,SFO,2163,-67.0,1633.0,13.37,0.0139,1|2|3|4|5|6|7|8|9|10|11|12
AA,SAN,1864,-50.0,3354.0,15.77,0.0102,1|2|3|4|5|6|7|8|9|10|11|12
AA,BNA,1750,-44.0,2131.0,23.91,0.0194,1|2|3|4|5|6|7|8|9|10|11|12
AA,DEN,1667,-62.0,1463.0,12.18,0.0216,1|2|3|4|5|6|7|8|9|10|11|12
AA,ATL,1545,-53.0,2241.0,16.43,0.0149,1|2|3|4|5|6|7|8|9|10|11|12
AA,SAT,1535,-44.0,1344.0,13.43,0.0169,1|2|3|4|5|6|7|8|9|10|11|12
AA,STL,1483,-47.0,2334.0,19.58,0.0135,1|2|3|4|5|6|7|8|9|10|11|12
AA,IAH,1425,-47.0,1371.0,20.17,0.0225,1|2|3|4|5|6|7|8|9|10|11|12
AA,JAX,1400,-42.0,1622.0,13.99,0.0236,1|2|3|4|5|6|7|8|9|10|11|12
AA,IND,1364,-47.0,1071.0,9.93,0.0117,1|2|3|4|5|6|7|8|9|10|11|12
AA,EWR,1326,-60.0,1374.0,14.86,0.0317,1|2|3|4|5|6|7|8|9|10|11|12
AA,MSY,1309,-34.0,1321.0,18.49,0.0107,1|2|3|4|5|6|7|8|9|10|11|12
AA,FLL,1303,-37.0,1582.0,19.51,0.02,1|2|3|4|5|6|7|8|9|10|11|12
AA,SNA,1260,-51.0,1247.0,10.69,0.0111,1|2|3|4|5|6|7|8|9|10|11|12
AA,PIT,1218,-44.0,2779.0,14.56,0.0164,1|2|3|4|5|6|7|8|9|10|11|12
AA,MCI,1215,-43.0,1741.0,13.94,0.0132,1|2|3|4|5|6|7|8|9|10|11|12
AA,PBI,1207,-35.0,1401.0,17.55,0.0215,1|2|3|4|5|6|7|8|9|10|11|12
AA,DTW,1161,-59.0,1011.0,7.74,0.0172,1|2|3|4|5|6|7|8|9|10|11|12
AA,SEA,1137,-51.0,1591.0,7.96,0.0132,1|2|3|4|5|6|7|8|9|10|11|12
AA,RSW,1082,-38.0,1741.0,16.38,0.0259,1|2|3|4|5|6|7|8|9|10|11|12
AA,CHS,983,-42.0,1991.0,16.82,0.0203,1|2|3|4|5|6|7|8|9|10|11|12
AA,CLE,963,-44.0,1168.0,10.89,0.027,1|2|3|4|5|6|7|8|9|10|11|12
AA,MSP,954,-59.0,980.0,8.68,0.0168,1|2|3|4|5|6|7|8|9|10|11|12
AA,MEM,889,-41.0,2223.0,17.66,0.018,1|2|3|4|5|6|7|8|9|10|11|12
AA,SJU,826,-47.0,1501.0,22.38,0.0061,1|2|3|4|5|6|7|8|9|10|11|12
AA,SLC,811,-51.0,1199.0,12.25,0.0136,1|2|3|4|5|6|7|8|9|10|11|12
AA,BDL,797,-57.0,1129.0,10.09,0.0163,1|2|3|4|5|6|7|8|9|10|11|12
AA,BWI,774,-55.0,1742.0,14.69,0.0129,1|2|3|4|5|6|7|8|9|10|11|12
AA,RIC,742,-48.0,1132.0,13.17,0.0189,1|2|3|4|5|6|7|8|9|10|11|12
AA,PDX,737,-42.0,1274.0,8.16,0.0122,1|2|3|4|5|6|7|8|9|10|11|12
AA,CVG,712,-55.0,1079.0,11.91,0.0225,1|2|3|4|5|6|7|8|9|10|11|12
AA,ONT,693,-46.0,1147.0,7.71,0.0058,1|2|3|4|5|6|7|8|9|10|11|12
AA,SMF,683,-60.0,1205.0,10.75,0.0117,1|2|3|4|5|6|7|8|9|10|11|12
AA,CMH,682,-49.0,1662.0,20.59,0.0161,1|2|3|4|5|6|7|8|9|10|11|12
AA,OMA,656,-53.0,1083.0,10.91,0.0168,1|2|3|4|5|6|7|8|9|10|11|12
AA,TUS,633,-38.0,923.0,5.97,0.0126,1|2|3|4|5|6|7|8|9|10|11|12
AA,ORF,587,-46.0,2427.0,17.73,0.0239,1|2|3|4|5|6|7|8|9|10|11|12
AA,ABQ,585,-33.0,1864.0,23.87,0.0222,1|2|3|4|5|6|7|8|9|10|11|12
AA,ELP,553,-30.0,1771.0,14.52,0.0127,1|2|3|4|5|6|7|8|9|10|11|12
AA,OKC,536,-34.0,887.0,18.09,0.0131,1|2|3|4|5|6|7|8|9|10|11|12
AA,MKE,534,-42.0,1456.0,14.67,0.0187,1|2|3|4|5|6|7|8|9|10|11|12
AA,GRR,521,-62.0,1549.0,19.71,0.0096,1|2|3|4|5|6|7|8|9|10|11|12
AA,SRQ,517,-39.0,1443.0,19.59,0.0329,1|2|3|4|5|6|7|8|9|10|11|12
AA,RNO,506,-51.0,1147.0,19.38,0.0178,1|2|3|4|5|6|7|8|9|10|11|12
AA,SDF,504,-43.0,1862.0,19.17,0.0238,1|2|3|4|5|6|7|8|9|10|11|12
AA,DSM,498,-46.0,823.0,18.02,0.012,1|2|3|4|5|6|7|8|9|10|11|12
AA,TUL,480,-34.0,2009.0,32.36,0.0187,1|2|3|4|5|6|7|8|9|10|11|12
AA,HNL,460,-78.0,300.0,-9.03,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,PVD,459,-37.0,1302.0,9.99,0.0087,1|2|3|4|5|6|7|8|9|10|11|12
AA,MSN,440,-54.0,2709.0,38.68,0.0114,1|2|3|4|5|6|7|8|9|10|11|12
AA,BUF,430,-42.0,492.0,8.44,0.0256,1|2|3|4|5|6|7|8|9|10|11|12
AA,MFE,391,-27.0,760.0,20.26,0.023,1|2|3|4|5|6|7|8|9|10|11|12
AA,FAT,383,-39.0,1888.0,19.09,0.0026,1|2|3|4|5|6|7|8|9|10|11|12
AA,PWM,371,-47.0,2901.0,21.13,0.0243,1|2|3|4|5|6|7|8|9|10|11|12
AA,STT,368,-53.0,2346.0,38.75,0.0054,1|2|3|4|5|6|7|8|9|10|11|12
AA,VPS,365,-36.0,650.0,20.78,0.0247,1|2|3|4|5|6|7|8|9|10|11|12
AA,SAV,362,-41.0,757.0,16.6,0.0276,1|2|3|4|5|6|7|8|9|10|11|12
AA,PNS,351,-27.0,1290.0,36.62,0.0114,1|2|3|4|5|6|7|8|9|10|11|12
AA,EYW,343,-37.0,1399.0,50.91,0.0408,1|2|3|4|5|6|7|8|9|10|11|12
AA,PSP,341,-34.0,1308.0,6.56,0.0117,1|2|3|4|5|6|7|8|9|10|11|12
AA,SYR,322,-49.0,913.0,18.35,0.0186,1|2|3|4|5|6|7|8|9|10|11|12
AA,TYS,319,-58.0,2884.0,33.86,0.0251,1|2|3|4|5|6|7|8|9|10|11|12
AA,ALB,316,-80.0,618.0,7.59,0.0158,1|2|3|4|5|6|7|8|9|10|11|12
AA,EGE,298,-36.0,1363.0,34.28,0.0101,1|2|3|4|5|6|7|8|9|10|11|12
AA,GEG,293,-44.0,1596.0,21.08,0.0102,1|2|3|4|5|6|7|8|9|10|11|12
AA,ILM,291,-38.0,1612.0,16.84,0.0103,1|2|3|4|5|6|7|8|9|10|11|12
AA,SJC,283,-39.0,1045.0,6.63,0.0177,1|2|3|4|5|6|7|8|9|10|11|12
AA,GSO,278,-60.0,701.0,24.77,0.0144,1|2|3|4|5|6|7|8|9|10|11|12
AA,XNA,275,-24.0,916.0,19.42,0.0073,1|2|3|4|5|6|7|8|9|10|11|12
AA,GSP,266,-48.0,1143.0,28.31,0.0113,1|2|3|4|5|6|7|8|9|10|11|12
AA,CID,257,-47.0,2070.0,31.72,0.0506,1|2|3|4|5|6|7|8|9|10|11|12
AA,OGG,257,-64.0,918.0,-3.62,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,BUR,250,-42.0,1881.0,18.21,0.008,1|2|3|4|5|6|7|8|9|10|11|12
AA,MYR,230,-37.0,893.0,13.01,0.013,2|3|4|5|6|7|8|9|10|11|12
AA,JAC,219,-43.0,1658.0,26.49,0.0137,1|2|3|4|5|6|7|8|9|10|11|12
AA,SBA,216,-36.0,880.0,23.73,0.0046,1|2|3|4|5|6|7|8|9|10|11|12
AA,LEX,211,-40.0,1679.0,34.05,0.0095,1|2|3|4|5|6|7|8|9|10|11|12
AA,COS,209,-43.0,1217.0,20.55,0.0191,1|2|3|4|5|6|7|8|9|10|11|12
AA,MDT,207,-39.0,925.0,14.76,0.0145,1|2|3|4|5|6|7|8|9|10|11|12
AA,SBP,179,-39.0,1206.0,25.01,0.0112,1|2|3|4|5|6|7|8|9|10|11|12
AA,AVP,177,-37.0,746.0,8.58,0.0226,1|2|3|4|5|6|7|8|9|10|11|12
AA,BFL,177,-35.0,569.0,7.34,0.0169,1|2|3|4|5|6|7|8|9|10|11|12
AA,ROC,176,-38.0,868.0,21.63,0.0057,1|2|3|4|5|6|7|8|9|10|11|12
AA,BZN,166,-39.0,1054.0,25.2,0.006,1|2|3|4|5|6|7|8|9|10|11|12
AA,BOI,165,-38.0,727.0,23.81,0.0242,1|2|3|4|5|6|7|8|9|10|11|12
AA,LIT,157,-24.0,1188.0,25.65,0.0255,1|2|3|4|5|6|7|8|9|10|11|12
AA,KOA,154,-58.0,521.0,-2.5,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,ECP,149,-30.0,2218.0,45.43,0.0201,1|2|3|4|5|6|7|8|9|10|11|12
AA,STX,147,-39.0,1676.0,18.4,0.0068,1|2|3|4|5|6|7|8|9|10|11|12
AA,LIH,145,-72.0,1189.0,4.33,0.0,1|2|3|4|5|6|7|8|9|10|11|12
AA,EUG,144,-28.0,1279.0,27.42,0.0347,1|2|3|4|5|6|7|8|9|10|11|12
AA,BTV,140,-35.0,372.0,12.46,0.0286,1|2|3|4|5|6|7|8|9|10|11|12
AA,IAD,139,-46.0,2147.0,27.92,0.0072,1|2|3|4|5|6|7|8|9|10|11|12
AA,CAE,133,-38.0,472.0,25.12,0.0376,1|2|3|4|5|6|7|8|9|10|11|12
AA,FSD,129,-32.0,309.0,12.65,0.0078,1|2|3|4|5|6|7|8|9|10|11|12
AA,MRY,129,-37.0,1530.0,45.26,0.031,1|2|3|4|5|6|7|8|9|10|11|12
AA,BGR,118,-37.0,360.0,10.73,0.0254,6|7|8|9|10|11
AA,AVL,115,-33.0,1417.0,46.68,0.0696,1|2|4|5|6|7|8|9|10|11|12
AA,MTJ,103,-27.0,174.0,3.75,0.0,1|2|3|4|6|7|8|9|10|11|12
AA,ICT,92,-25.0,570.0,31.52,0.0326,1|2|3|4|5|6|7|8|9|10|11|12
AA,ANC,88,-49.0,187.0,4.64,0.0,1|3|4|5|6|7|8|9|10|11|12
AA,LBB,85,-34.0,400.0,16.18,0.0,1|2|3|4|5|6|7|10|11|12
AA,BHM,73,-29.0,344.0,8.71,0.0137,1|2|5|6|9|10|11|12
AA,FCA,67,-33.0,1193.0,24.26,0.0149,6|7|8|9|10
AA,DAB,66,-24.0,222.0,5.7,0.0303,1|2|3|4|5|6
AA,MSO,39,-22.0,199.0,6.31,0.0,6|7|8|9|10|11|12
AA,STS,36,-30.0,122.0,18.72,0.0,5|6|7|8|9|10|11
AA,AMA,35,-24.0,235.0,19.46,0.0,1|2|10|12
AA,RDM,33,-31.0,1380.0,96.03,0.0,5|6|7|8|9|10
AA,HDN,31,-27.0,1561.0,67.81,0.0,1|2|3|4|12
AA,RAP,25,-24.0,147.0,16.83,0.04,6|7|8|9|10
AA,TVC,20,-24.0,1139.0,121.45,0.0,6|7|8
AA,MHT,19,-28.0,1331.0,82.84,0.0,4|5|6
AA,GUC,16,-28.0,350.0,26.12,0.0,1|2|3|4|12
AA,AGS,3,-10.0,25.0,4.67,0.0,4
AA,HSV,2,-14.0,8.0,-3.0,0.0,11
AS,SEA,15461,-60.0,540.0,5.75,0.0145,1|2|3|4|5|6|7|8|9|10|11|12
AS,PDX,3298,-53.0,423.0,3.82,0.0218,1|2|3|4|5|6|7|8|9|10|11|12
AS,ANC,2827,-65.0,499.0,1.25,0.0159,1|2|3|4|5|6|7|8|9|10|11|12
AS,SFO,2294,-61.0,491.0,7.41,0.0235,1|2|3|4|5|6|7|8|9|10|11|12
AS,SAN,2047,-51.0,481.0,8.19,0.0264,1|2|3|4|5|6|7|8|9|10|11|12
AS,LAX,1805,-49.0,558.0,0.7,0.0222,1|2|3|4|5|6|7|8|9|10|11|12
AS,LAS,1100,-39.0,603.0,9.83,0.0218,1|2|3|4|5|6|7|8|9|10|11|12
AS,PHX,1042,-40.0,513.0,3.59,0.0221,1|2|3|4|5|6|7|8|9|10|11|12
AS,JNU,930,-46.0,780.0,0.4,0.0226,1|2|3|4|5|6|7|8|9|10|11|12
AS,HNL,898,-59.0,678.0,4.59,0.0267,1|2|3|4|5|6|7|8|9|10|11|12
AS,SNA,859,-43.0,682.0,0.11,0.0128,1|2|3|4|5|6|7|8|9|10|11|12
AS,JFK,740,-63.0,414.0,2.16,0.0284,1|2|3|4|5|6|7|8|9|10|11|12
AS,ORD,664,-50.0,241.0,6.4,0.0136,1|2|3|4|5|6|7|8|9|10|11|12
AS,EWR,620,-65.0,289.0,7.44,0.0371,1|2|3|4|5|6|7|8|9|10|11|12
AS,SJC,590,-47.0,414.0,-1.24,0.0254,1|2|3|4|5|6|7|8|9|10|11|12
AS,AUS,568,-46.0,230.0,8.73,0.0335,1|2|3|4|5|6|7|8|9|10|11|12
AS,MCO,532,-58.0,432.0,14.94,0.0451,1|2|3|4|5|6|7|8|9|10|11|12
AS,BOS,522,-60.0,335.0,4.31,0.0249,1|2|3|4|5|6|7|8|9|10|11|12
AS,FAI,517,-53.0,324.0,-2.3,0.0077,1|2|3|4|5|6|7|8|9|10|11|12
AS,DFW,492,-52.0,355.0,13.32,0.0244,1|2|3|4|5|6|7|8|9|10|11|12
AS,KTN,474,-49.0,328.0,-0.04,0.0169,1|2|3|4|5|6|7|8|9|10|11|12
AS,DEN,463,-39.0,275.0,6.44,0.0151,1|2|3|4|5|6|7|8|9|10|11|12
AS,BUR,450,-36.0,254.0,2.47,0.0267,1|2|3|4|5|6|7|8|9|10|11|12
AS,IAD,439,-49.0,323.0,9.81,0.0251,1|2|3|4|5|6|7|8|9|10|11|12
AS,GEG,434,-37.0,168.0,1.1,0.0184,1|2|3|4|5|6|7|8|9|10|11|12
AS,KOA,430,-60.0,218.0,1.43,0.0349,1|2|3|4|5|6|7|8|9|10|11|12
AS,OGG,410,-69.0,176.0,0.01,0.0293,1|2|3|4|5|6|7|8|9|10|11|12
AS,DCA,360,-60.0,201.0,-0.32,0.0083,1|2|3|4|5|6|7|8|9|10|11|12
AS,PSP,338,-42.0,116.0,-2.0,0.0414,1|2|3|4|5|6|7|8|9|10|11|12
AS,ONT,286,-36.0,287.0,0.78,0.035,1|2|3|4|5|6|7|8|9|10|11|12
AS,ATL,283,-61.0,294.0,2.46,0.0212,1|2|3|4|5|6|7|8|9|10|11|12
AS,SIT,278,-39.0,498.0,1.46,0.0072,1|2|3|4|5|6|7|8|9|10|11|12
